#tileset
tileset1.bmp 

16 16
242 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 240 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 241 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 243
241 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 240 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 241 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 243
241 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 241 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 17 17 17 17 84 86 86 85 63 68 68 68 68 68 68 68 68 68 240
241 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 241 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 240
241 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 241 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 240
240 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 241 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 240
240 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 242 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 243 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 84 86 86 85 17 17 17 17 63 68 68 68 68 68 68 68 68 68 241
240 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 242 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 243 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 241
240 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 242 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 243 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 241
243 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 242 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 243 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 241
243 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 243 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 241 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 17 17 17 17 84 86 86 85 63 68 68 68 68 68 68 68 68 68 242
243 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 243 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 241 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 242
243 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 243 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 241 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 242
242 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 243 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 241 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 242
242 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 240 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 84 86 86 85 17 17 17 17 63 68 68 68 68 68 68 68 68 68 243
242 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 240 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 243
242 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 240 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 243
241 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 240 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 242 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 243
241 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 241 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 243 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 17 17 17 17 84 86 86 85 63 68 68 68 68 68 68 68 68 68 240
241 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 241 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 243 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 240
241 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 241 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 243 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 240
240 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 241 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 243 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 240
240 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 242 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 240 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 84 86 86 85 17 17 17 17 63 68 68 68 68 68 68 68 68 68 241
240 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 242 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 240 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63  68 68 68 68 68 68 68 68 68 241
240 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 242 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 240 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 241
243 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 242 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 240 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 241
243 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 240 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 241 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 64 16 16 65 59 68 68 68 68 68 68 68 68 68 242
243 74 68 68 68 68 68 68 68 68 60 17 17 17 17 17 17 17 17 63 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 240 240 240 240 241 241 241 241 242 242 242 242 243 243 243 243 240 240 240 240 241 241 241 241 242 242 242 242 243 243 243 243 240 240 240 240 241 241 241 241 242 242 242 242 243 243 243 243 240 240 240 240 241 241 241 241 242 242 242 242 243 243 243 243 240 240 240 240 241 241 241 241 242 242 242 242 243 243 243 241 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 242
243 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 242
242 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 242
242 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 242
242 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 243
242 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 243
241 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 243
241 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 243
241 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 224 225 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 240
241 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 226 227 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 240
240 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 240
240 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 240
240 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 241
240 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 1 9 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 68 4 1 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 241
243 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 1 1 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 58 1 1 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 241
243 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 250 251 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 241
243 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 252 253 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 242
243 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 242
242 74 68 68 68 68 68 68 68 68 56 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 59 68 68 68 68 68 68 68 68 68 242
